judge_score,tp,fp,fn,justification,main_category,nct_id
2,10.0,0.0,4.0,"All original criteria are listed, but four items (ACS timing, PTSD/PTSD thresholds, heart failure EF threshold, and hypertension BP threshold) are missing the required '≥' or '≤' symbols, altering the logical meaning. These are logical distortions rather than omissions or hallucinations. No extra criteria were added.",Distortion,NCT05607992
4,9.0,0.0,0.0,"All original inclusion and exclusion criteria are present; however the extracted inclusion strings for WET ≥ 12, Systolic blood pressure ≤ 110 mmHg, and Serum sodium ≤ 135 mEq/L contain extraneous escape characters and misplaced quotes, indicating minor formatting errors. No items are missing, added, or semantically altered.",,NCT03592836
2,17.0,0.0,2.0,"The inclusion criteria are fully captured; only minor formatting artifacts (escaped characters) are present. In the exclusion criteria, all 12 items are listed, but two items (the systolic BP thresholds and the contraindication to withholding CCB/β‑blocker) are corrupted with broken quotes and missing symbols, resulting in logical distortion of the original meaning. These distortions constitute major errors, lowering the overall score to 2.",Distortion,NCT04434664
2,5.0,1.0,1.0,"The extraction contains a logical distortion in the first inclusion criterion: the original states ""≥18 years"" but the extracted text says "">18 years"", changing the eligibility threshold. This also introduces a formatting issue with escaped quotes. All other criteria are correctly captured. Consequently, there is one false positive (the distorted criterion) and one false negative (the correct ≥18 years criterion), yielding 5 true positives, 1 false positive, and 1 false negative. The primary problem is a logical distortion.",Distortion,NCT04214899
2,8.0,2.0,4.0,"The extracted inclusion list omits two critical criteria (maximal tolerated HF medication dosing and BP control for HFpEF) and fails to capture the upper bound of the SPPB score, providing a garbled string instead. The age and NYHA entries are present but formatted oddly. The exclusion list merges two separate criteria (dementia and MiniCog test) into one entry, resulting in a missing distinct MiniCog criterion. Overall there are major omissions and logical distortions.",Omission,NCT02911493
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT03473158
4,9.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct content. The extracted items repeat the introductory phrase for each inclusion diagnosis and include extra quotation marks, which is a minor formatting issue but does not affect the factual accuracy. No criteria are omitted, added, or distorted.",,NCT05781334
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT00964938
5,20.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items from the original criteria with exact wording and no extra or missing entries. No omissions, hallucinations, or logical distortions are present.",,NCT01969149
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. All items are present and correctly phrased; formatting is appropriate for JSON arrays.",,NCT04222764
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT01636271
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting problems.",,NCT03655925
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no alterations. Formatting is appropriate and faithful to the source.",,NCT04153890
4,6.0,0.0,0.0,"All inclusion and exclusion items from the raw criteria are present in the extracted lists. The only issue is minor formatting inconsistency (lowercase 'acute' in one item). No omissions, hallucinations, or logical distortions detected.",,NCT01407146
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT02396979
5,8.0,0.0,0.0,"All extracted inclusion and exclusion criteria exactly match the original text with no omissions, additions, or distortions. Formatting is consistent and accurate.",,NCT02492243
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, or logical distortions. Formatting is faithful to the source.",,NCT04323020
2,5.0,0.0,0.0,"All six inclusion criteria are present, but the LVEF upper limit is incorrectly extracted as ""> 40%"" instead of ""≤ 40%"", which is a logical distortion. Additionally, several items contain unnecessary escaped quotes and formatting artifacts (e.g., ""\"">= 18 and < 85 years old\""""). No criteria are omitted or hallucinated.",Distortion,NCT01965015
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, or distortions. All items are present and correctly worded.",,NCT05561608
4,2.0,0.0,0.0,"The extracted criteria capture all content from the raw text accurately. The inclusion criterion has an extra stray quotation mark before "">=18, which is a minor formatting issue. No omissions, hallucinations, or logical distortions are present.",,NCT04953338
5,10.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no extra or missing items are found. The only minor difference is the escaped '>' character, which does not affect the semantic content.",,NCT06462885
2,0.0,0.0,18.0,"The extracted inclusion and exclusion criteria are empty lists, whereas the source text contains 14 inclusion items (signed consent, 5 congestion criteria for Group 1, 5 stability criteria for Group 2, and 3 advanced CHF criteria for Group 3) and 4 exclusion items. All required criteria are missing, resulting in a major omission.",Omission,NCT02394470
2,5.0,0.0,4.0,"The extracted criteria capture only Cohort 1 inclusion and exclusion items. All Cohort 2 inclusion criteria (three items) and the Cohort 2 specific exclusion criterion (known history of arrhythmogenic or rhythm disorder) are missing. No extra (hallucinated) criteria are present, and the formatting of the extracted lists is correct. The primary issue is omission of multiple required criteria.",Omission,NCT00891241
2,11.0,0.0,0.0,"All eligibility items are present, but the term ""Reynaud's disease"" is misspelled as ""Reynaud's disease"", representing a logical distortion of the original text. No items are omitted or hallucinated, and formatting is correct.",Distortion,NCT06118489
5,9.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting differences (e.g., '<' vs '\<') are minor and do not affect meaning.",,NCT00999583
4,10.0,0.0,0.0,"All inclusion and exclusion criteria are present and no extra items are introduced. One exclusion item contains a minor typographical error ('intintubation' instead of 'intubation'), which is a slight distortion but does not affect the meaning. Hence a minor formatting/distortion issue leads to a score of 4.",Distortion,NCT03743831
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT00363324
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT03400553
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. All items are present and correctly phrased.",,NCT02697760
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is correct.",,NCT00382525
5,4.0,0.0,0.0,"All concepts from the original eligibility text (men, women, acute MI, unstable angina) are present in the extracted inclusion list, with no extra or missing items. No logical distortion or hallucination is observed.",,NCT00000550
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items are observed. No logical distortions or formatting errors are detected.",,NCT00734760
5,7.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the original criteria with no omissions, hallucinations, distortions, or formatting problems.",,NCT01999712
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no semantic changes. Formatting is appropriate.",,NCT02987322
5,2.0,0.0,0.0,"The extracted inclusion criteria exactly match the two items listed in the original text, and the exclusion criteria correctly reflect that none were provided. No omissions, hallucinations, or distortions are present.",,NCT02353663
5,5.0,0.0,0.0,"All inclusion and exclusion criteria are extracted accurately with no omissions, hallucinations, or distortions. Formatting matches the original content.",,NCT03996616
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were introduced. No hallucinations, omissions, or logical distortions are observed.",,NCT03058120
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT00752713
2,15.0,0.0,7.0,"The extracted lists contain all the required items, but many inclusion and exclusion criteria have the inequality signs reversed (e.g., ""≥ 12 months"" rendered as ""> 12 months"", ""≤ 35%"" rendered as ""> 35%"", ""≤ 135 mEq/L"" rendered as ""> 135 mEq/L"", etc.). These logical distortions change the meaning of the criteria, constituting a major logical distortion rather than a simple formatting issue. No hallucinated criteria were added, and no entire criteria were omitted, but the incorrect sign changes render those items effectively false negatives. Consequently, the extraction receives a score of 2 for major logical distortion.",Distortion,NCT01369407
5,21.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no alteration of meaning. Minor punctuation differences do not affect content. Therefore the extraction is perfect.",,NCT06884111
4,4.0,0.0,0.0,"All original inclusion and exclusion criteria are present with no added or altered content. The only issue is minor formatting: sub‑criteria were split into separate list items, which is acceptable but not perfect.",,NCT00647504
4,10.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present and accurate; there are no omissions, hallucinations, or logical distortions. The only issue is a minor formatting problem where the complex inclusion criterion (the 30‑day immunosuppressive/Remicade rule) is presented as a single long string rather than separate sub‑bullet items. This does not affect content fidelity.",,NCT00705484
5,18.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, logical distortions, or formatting problems.",,NCT04975633
4,31.0,0.0,0.0,"All 7 inclusion and 24 exclusion criteria from the raw text are present in the extracted lists with accurate content. No items are missing, added, or meaningfully altered. Minor formatting inconsistencies such as escaped quotation marks and Unicode representation are observed, but they do not affect the fidelity of the extraction.",,NCT03560167
5,24.0,0.0,0.0,All 6 inclusion criteria and all 18 exclusion criteria from the raw eligibility text are present in the extracted lists with faithful wording and no added or missing items. No logical distortions or hallucinations are observed; formatting differences are negligible and do not affect content.,,NCT02657967
5,20.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were identified. No logical distortions or formatting problems were observed.",,NCT01606085
2,8.0,0.0,1.0,"All inclusion criteria are extracted perfectly. All exclusion criteria are present except the hypoglycemia item, which is missing the ""≤"" sign and contains an unintended newline, altering the original threshold (""blood glucose ≤ 65 mg/dL""). This logical distortion constitutes a major error.",Distortion,NCT05062785
5,19.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items from the raw eligibility criteria with no missing or extra entries and no logical distortions. Minor formatting differences (e.g., escaped characters, use of >=) do not affect content fidelity.",,NCT04030234
2,4.0,1.0,1.0,"The extracted inclusion criteria contain a logical distortion: the original requirement of a total MOS SAS score ≤15 is rendered as ""total score of \""15"" missing the inequality sign, altering the meaning. Additionally, there is a formatting artifact (escaped quote) in the same string. All other criteria are present and accurate; no hallucinated items were added. Therefore, one false positive (distorted inclusion item) and one false negative (the correct version of that item) are counted, with the remaining items correctly extracted.",Distortion,NCT02938052
5,8.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the original eligibility criteria with no omissions, hallucinations, or distortions. All items are present and correctly worded.",,NCT00182338
5,12.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no additional or altered items are introduced. No omissions, hallucinations, or logical distortions are detected.",,NCT00841438
4,36.0,0.0,0.0,"All 6 inclusion and 30 exclusion criteria from the original text are present and semantically accurate. The extracted strings contain minor formatting inconsistencies (extra quotation marks and spacing) but no omissions, hallucinations, or logical distortions.",,NCT03030235
4,1.0,0.0,0.0,"The extracted criteria capture all content from the original text. Inclusion criterion uses '>=' instead of the original '≥' symbol, which is a minor formatting discrepancy but does not alter meaning. No omissions, hallucinations, or logical distortions are present.",,NCT04896736
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original eligibility text. All items are present, no extra (hallucinated) items, and no logical distortions or omissions. Minor punctuation differences are absent; formatting is appropriate for JSON arrays.",,NCT03363035
2,15.0,0.0,0.0,"All original inclusion and exclusion items are present, but four inclusion criteria have incorrect inequality directions (ECOG ≤2 recorded as ≥2; total bilirubin ≤1.5 mg/dL recorded as ≥1.5; AST/ALT ≤2.5×ULN recorded as ≥2.5×ULN; creatinine ≤2 mg/dL recorded as ≥2 mg/dL). These logical distortions constitute a major error despite no omissions or hallucinations. Exclusion criteria are faithfully extracted.",Distortion,NCT00509665
4,33.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. The only discrepancies are minor formatting artifacts (e.g., escaped Unicode symbols \b\u2265, \b> etc.) that do not alter the meaning. No items are missing, added, or logically distorted.",,NCT04071652
2,21.0,0.0,2.0,"The extraction captures most raw criteria but contains several logical distortions and formatting errors. The ≥ sign in the recurrent PAF criterion is lost, the kidney‑function criterion omits the ≤ sign, and two separate raw items (active gastrointestinal bleeding and significant anemia) are merged into single extracted strings, effectively omitting them as distinct entries. Minor formatting issues (stray quotes, escaped characters) are also present. No hallucinated criteria were added.",Distortion,NCT03626649
5,18.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text. All 5 inclusion criteria and all 13 exclusion criteria are present with no omissions, hallucinations, or logical distortions. Formatting is consistent and no extra items were introduced.",,NCT01755143
4,19.0,0.0,0.0,"The extracted criteria capture all inclusion and exclusion items accurately with no omissions, hallucinations, or logical distortions. The only issue is a minor formatting problem in the third inclusion criterion where commas separating sub‑items are missing, but the content remains correct.",,NCT01288352
5,10.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all criteria from the raw text with no missing items, no added (hallucinated) items, and no factual distortions. Formatting differences (e.g., collapsing sub‑bullets into a single string) are minor and do not affect content fidelity.",,NCT00607178
5,7.0,0.0,0.0,"All inclusion criteria from the raw text are captured accurately with no missing items, no added items, and no logical distortion. Formatting is appropriate; the list reflects the original clauses correctly.",,NCT05470764
4,4.0,0.0,0.0,All original inclusion and exclusion criteria are present and accurate. The only issue is a minor formatting artifact (escaped quote) in the second inclusion item.,,NCT06759987
5,13.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no semantic changes. Formatting is appropriate.",,NCT02984111
5,12.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT03187509
5,21.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, exactly matching the original wording. No items are missing, added, or altered, and the JSON formatting of the lists is appropriate.",,NCT01873963
5,7.0,0.0,0.0,"All inclusion and exclusion criteria are extracted accurately with no omissions, hallucinations, or logical distortions. Formatting is consistent with the original text.",,NCT06942871
5,8.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, accurately worded, and no extra or missing items are detected. No logical distortions or hallucinations are observed.",,NCT01182532
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT05757193
4,32.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct meaning. No items are missing, added, or altered. Minor formatting issues such as escaped quotation marks and Unicode encoding are present, which prevents a perfect score but does not affect content accuracy.",,NCT03672591
2,12.0,1.0,0.0,"All criteria are present except the first inclusion criterion, where the extracted text changes the threshold from ""≥37 WG"" to "">37 WG"" and adds an extraneous quotation mark, constituting a logical distortion and formatting error. No criteria are omitted or hallucinated.",Distortion,NCT03991091
5,15.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with identical meaning. No items are missing, added, or altered. Minor formatting differences (e.g., plain '<' and '>' symbols) do not affect content accuracy.",,NCT02226120
4,31.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present in the extracted lists. The inclusion criteria that involve multiple sub‑criteria are combined into a single string, which is a minor formatting issue but does not omit or distort any required information. No hallucinated or incorrect criteria were introduced.",,NCT02546648
5,22.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with identical wording and no additional items. No omissions, hallucinations, logical distortions, or formatting errors are observed.",,NCT06474208
5,13.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all criteria present in the raw text with no missing items, no added items, and no misrepresentations. Formatting is acceptable and there are no logical distortions.",,NCT03779217
4,14.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct content. Minor formatting inconsistencies (extra quotation marks, use of '>=' instead of the original '≥', and stray semicolons) are observed, but no criteria are omitted, hallucinated, or logically distorted.",,NCT05359250
3,17.0,0.0,3.0,"The extracted lists contain all the main criteria from the raw text, but they omit several important qualifiers: the caregiver eligibility clause about selecting the caregiver who provides the most care and verbal consent; the exclusion note that patients who received a one‑time IV vasodilator dose and are no longer on it are eligible; and the statement that patients hospitalized within 30 days are eligible unless the institution mandates observation. No hallucinated or distorted criteria are present, and formatting is acceptable.",Omission,NCT03302910
5,14.0,0.0,0.0,"The extracted inclusion criteria exactly match all raw inclusion criteria across all participant groups, with no omissions, hallucinations, or distortions. The exclusion criteria correctly reflect that there are none. Minor formatting duplication is acceptable and does not affect correctness.",,NCT05091710
2,16.0,0.0,0.0,"The extracted lists contain all the raw criteria, so true positives are complete and there are no hallucinated items. However, the inclusion criteria have logical distortions: the first criterion omits the requirement of sinus rhythm and the EF threshold is shown as ""45%"" instead of ""≤45%"", which changes the meaning. Several items use incorrect back‑slash placeholders (e.g., ""\b"" instead of ""β"" or the ""≤"" sign) and the COPD exclusion lacks the required ""≥"" before GOLD II, constituting major logical distortions. These errors lower the score to 2 (major omission/distortion). The main issue is distortion rather than omission or hallucination.",Distortion,NCT01945606
2,5.0,0.0,6.0,"The extraction omitted entire sets of inclusion criteria for the hyperkalaemia patient cohort (RAASi with potassium >=5.5 mmol/L, consent, age) and for healthcare professionals (doctor/pharmacist/non‑medical prescriber, consent, age). These six criteria are present in the raw text but missing from the extracted list, representing a major omission. No hallucinated criteria were added, and the included items correctly match the source.",Omission,NCT04249648
3,18.0,0.0,0.0,"All top‑level inclusion and exclusion bullets from the original text are present in the extracted lists, so true positives equal the total number of bullets (18) with no false positives. However, the extraction omits the detailed sub‑criteria that define ""severe"" and ""life‑threatening"" COVID‑19 (e.g., dyspnea, respiratory rate ≥30/min, SpO2 ≤93%, PaO2/FiO2 <300, lung infiltrates >50%, respiratory failure, septic shock, multiple organ dysfunction) and the note about the required eIND application. These omissions are not hallucinations or distortions but represent missing information, thus a minor omission leading to a score of 3.",Omission,NCT04340050
5,13.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or missing items were identified. No logical distortions or formatting problems were observed.",,NCT00628550
5,8.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no alteration of meaning. Minor punctuation differences (e.g., missing closing parentheses) are present in both source and extraction, so they do not constitute errors. Therefore the extraction is perfect.",,NCT01150760
4,7.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present and accurate. The only issue is a minor formatting artifact in the extracted inclusion criterion (escaped quotation marks and backslashes around the '>=' symbol). No omissions, hallucinations, or logical distortions were found.",,NCT04054635
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording. No items are missing, added, or altered, and formatting is appropriate.",,NCT05682508
5,9.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no extra or missing items were found. No logical distortions or hallucinations detected.",,NCT01733368
4,21.0,0.0,0.0,"All inclusion and exclusion items from the raw criteria are present in the extracted lists. No omissions, hallucinations, or logical distortions were found. The only issue is a minor formatting inconsistency (missing escape character before the '>' symbol in the obesity criterion), which warrants a slight downgrade from perfect.",,NCT04754880
2,29.0,0.0,0.0,"All original exclusion criteria are present with only minor formatting issues (extra newline characters). Inclusion criteria are largely captured, but the weight requirement lost the '≥' sign, changing the meaning of the criterion (exactly 8 kg vs. at least 8 kg). This constitutes a logical distortion, which lowers the overall rating to a 2. No criteria are omitted or hallucinated.",Distortion,NCT01642407
4,14.0,0.0,0.0,"All 14 raw criteria (7 inclusion, 7 exclusion) are present in the extracted lists. No criteria are missing or added. One exclusion item contains minor formatting errors (escaped quotes and backslash around the >= symbol), but the semantic content matches the original. Hence a minor formatting issue leads to a score of 4.",,NCT03338374
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT04312490
4,8.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present. The only issue is a minor formatting inconsistency: the inclusion list merges the introductory phrase ""The subject has at least one of the following comorbidities:"" with the first comorbidity into a single string, but no content is omitted or altered.",,NCT01252810
2,25.0,4.0,4.0,"The exclusion criteria are fully captured, but the inclusion criteria contain logical distortions: the inequality symbols (≥, ≤) for Age, BSA, LVEF, and CI are omitted, altering the meaning of the thresholds. Additionally, many entries suffer from formatting problems (broken strings, misplaced commas and quotes). No extra (hallucinated) criteria are present.",Distortion,NCT02475460
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, distortions, or formatting issues.",,NCT04366960
2,10.0,1.0,2.0,"The exclusion criteria are perfectly extracted (8 true positives, no false positives or false negatives). In the inclusion criteria, two items are correctly extracted, but the age criterion is malformed: the extracted string ""Age "",""18 years of age"" lacks the required ""≥"" sign and contains stray punctuation, resulting in a logical distortion and omission of the correct age requirement. This yields one false positive (the malformed age entry) and one false negative (the missing correct age criterion). Overall, there is a major omission/distortion, leading to a score of 2.",Distortion,NCT01522417
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with accurate wording. No criteria are missing, added, or altered. Minor formatting differences (e.g., using "">= 18 years"" instead of the ≥ symbol) do not affect the semantic content, so the extraction is perfect.",,NCT02202291
5,8.0,0.0,0.0,"The extracted inclusion criteria fully capture both the primary inclusion statement and the secondary conditional regime without omitting any details or adding extraneous information. The extracted exclusion criteria include every exclusion point from the original text, correctly consolidating the list of risk factors into a single entry. No hallucinated or distorted items are present, and formatting issues do not affect the fidelity of the content.",,NCT06667882
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT03916926
5,22.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no logical distortions. Formatting is appropriate for the required JSON output.",,NCT05377190
5,12.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original list with no omissions, hallucinations, or distortions. Formatting is consistent and accurate.",,NCT00333320
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT02666235
5,16.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no missing items, no added items, and no alterations. Formatting is appropriate and consistent with the source.",,NCT03759925
4,13.0,0.0,0.0,"All inclusion and exclusion criteria are present and accurate. The only issue is a minor formatting error in the first inclusion item where the escaped characters ""\b\u2264"" appear instead of the proper ""≤"" symbol. No omissions, hallucinations, or logical distortions were found.",,NCT00214318
3,13.0,0.0,0.0,"The extracted inclusion criteria are complete but the renal function item contains an extraneous escaped quote (""\"">= 80"") – a minor formatting issue. In the exclusion list, the criterion about organ dysfunction is truncated, missing the phrase ""with the target population of healthy volunteers"". This represents a minor omission of content. No hallucinated or distorted criteria were found.",Omission,NCT04763226
4,6.0,0.0,0.0,"All six eligibility criteria (four inclusion, two exclusion) are captured and semantically match the original text. The inclusion criteria strings contain extraneous punctuation and misplaced commas (e.g., ""Age "","">= 18 years""), which is a minor formatting issue. No criteria are missing, added, or logically altered.",,NCT04095143
5,15.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items from the raw eligibility criteria with exact wording and no added or missing items. No hallucinations, omissions, or logical distortions are present, and the formatting conforms to the required JSON array of strings.",,NCT01730417
5,30.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original eligibility text. All items are present, correctly worded, and no extra (hallucinated) or missing (omitted) criteria are observed. Formatting is appropriate for JSON representation.",,NCT00417417
5,19.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text. All items are present with no missing or extra entries, and the wording is faithful without logical distortion. Formatting is appropriate for JSON arrays.",,NCT01004289
4,11.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct meaning. No criteria are missing, added, or altered. The only issues are minor formatting artifacts such as escaped quotation marks and extra symbols (e.g., ""\"">=\"""" instead of "">="") which do not change the content. Therefore the extraction is essentially correct with minor formatting imperfections.",,NCT03901326
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original eligibility text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT03516578
4,26.0,0.0,0.0,"All 26 exclusion criteria from the original text are present in the extracted list with no missing or extra items, and the inclusion criteria are perfectly captured. The only deviation is minor inconsistent punctuation (some items end with a period while others do not), which constitutes a formatting issue but does not affect content accuracy.",,NCT00650143
5,4.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT00159718
5,13.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT02120859
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, distortions, or formatting problems.",,NCT03003780
5,12.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct values and no extra or missing items. No hallucinations or logical distortions are observed, and formatting is acceptable.",,NCT01671696
2,2.0,1.0,1.0,"Inclusion criteria are extracted perfectly. In the exclusion list, the criterion ""Age ≥ 18 years"" is missing (false negative) and is replaced by a malformed entry ""Age \"""" which does not correspond to any original criterion (false positive). This represents a major omission and a logical distortion of the original text. The other two exclusion criteria are correctly extracted.",Omission,NCT04420468
5,8.0,0.0,0.0,"All inclusion and exclusion criteria are extracted accurately with no omissions, hallucinations, or logical distortions. Formatting is correct.",,NCT03402750
2,26.0,1.0,1.0,"All inclusion criteria are present, but the first item uses a tab and '1' instead of the original '≥1', which is a minor formatting issue. In the exclusion list, the serum creatinine/GFR criterion is missing the '≤' sign (""GFR \t30 mL/min"" instead of ""GFR ≤30 mL/min""), altering the meaning and constituting a logical distortion. No items are omitted or hallucinated beyond this distortion.",Distortion,NCT04327635
5,14.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording and no extra or missing items. No hallucinations, omissions, or logical distortions are observed. Formatting of the extracted strings is appropriate.",,NCT02232997
4,10.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct meaning. The only issue is a minor formatting artifact in the severe cognitive impairment entry (extra newline and escaped Unicode), which does not affect the content. No omissions, hallucinations, or logical distortions are observed.",,NCT01589913
5,17.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT05709262
5,9.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items from the raw eligibility criteria with accurate wording. No items are missing, added, or distorted. Minor formatting differences (e.g., combining sub‑points into a single string) do not affect content fidelity.",,NCT00121485
5,12.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT02525185
4,10.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct content. Minor formatting issues are observed (e.g., escaped quotes around "">=45 years"" and lack of trailing punctuation), but no omissions, hallucinations, or logical distortions.",,NCT02027896
4,10.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present with correct meaning. Minor formatting differences (e.g., omission of trailing periods) are noted but do not affect content.",,NCT04307823
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording and no additional or missing items. No hallucinations, omissions, logical distortions, or formatting problems are observed.",,NCT02439996
4,11.0,0.0,0.0,"All inclusion and exclusion criteria are present and accurate. The only issue is a minor formatting artifact in the third inclusion criterion where the greater‑than-or‑equal sign is represented as ""\"">= 5 years"" instead of the original ""≥ 5 years"". No omissions, hallucinations, or logical distortions are detected.",,NCT00325403
